Dateiname;Thema;Prompt
*knoedel_tamales.jpg;Tamales (Kolumbien);Colombian Tamal, wrapped in green banana leaves
*tech_header.jpg;Header: Technik;Close up of baker's hands kneading dough on a floured wooden work surface
tech_fenster.jpg;Fenstertest;Windowpane test (Fenstertest) baking, hands stretching dough very thin
tech_fold.jpg;Stretch and Fold;Baker performing stretch and fold technique in a dough tub
tech_rundwirken.jpg;Rundwirken;Baker shaping a round loaf (Boule) on the bench
tech_poke.jpg;Druckprobe;Finger poke test on raw sourdough bread dough
tech_scoring.jpg;Scoring;Scoring a bread loaf with a lame (razor blade)
tech_ear.jpg;Bread Ear;Close up macro of a baked sourdough bread ear (Ausbund)
tech_autolyse.jpg;Autolyse;Shaggy dough mass of just flour and water in a bowl
tech_laminieren.jpg;Laminieren Sourdough;Laminating sourdough technique, dough stretched extremely thin
*noknead_header.jpg;Header: No-Knead;A rustic artisan bread loaf freshly baked in a cast iron dutch oven
noknead_classic.jpg;Classic No-Knead;A rustic round loaf (Boule) with a floury crust and deep natural cracks
noknead_dutch.jpg;Dutch Oven Topfbrot;A red cast iron pot (Dutch Oven) with the lid half open
noknead_fold.jpg;Stretch and Fold;Close up of baker's hands stretching a wet dough upwards from a plastic tub
noknead_baguette.jpg;No-Knead Baguette;Rustic baguettes resting on a baker's linen (Couche)
noknead_ciabatta.jpg;Ciabatta;Sliced Ciabatta bread showing extremely large air bubbles (open crumb)
noknead_focaccia.jpg;Focaccia;Golden baked Focaccia sheet with characteristic dimples, filled with pools of olive oil
noknead_pizza.jpg;No-Knead Pizza;Artisan pizza with a very puffy, airy and charred crust (Cornicione)
*ofen_header.jpg;Header: Ofen;Inside view of a wood fired brick oven with glowing embers
ofen_holz.jpg;Holzbackofen;Traditional outdoor wood fired pizza oven, stone arch
ofen_etagen.jpg;Etagenofen;Professional deck oven in a bakery
ofen_konvektion.jpg;Konvektomat;Convection oven interior, fan visible in the back
ofen_dutch.jpg;Dutch Oven;Cast iron Dutch Oven pot with lid off
ofen_stahl.jpg;Backstahl;Heavy baking steel plate on an oven rack
ofen_stein.jpg;Backstein;Rectangular chamotte baking stone (pizza stone) in an oven
ofen_schwaden.jpg;Schwadomat;Steam generation in oven, water being poured onto hot lava stones
ofen_roemer.jpg;Römertopf;Clay baker (Römertopf) with lid next to it
*fail_header.jpg;Header: Pannenhilfe;A baker inspecting the crumb of a sliced bread loaf, looking critical
fail_soup.jpg;Teigsuppe;Sticky wet dough sticking excessively to hands and table
fail_seam.jpg;Offener Schluss;Bottom of a proofing basket (Banneton) showing the dough seam opening up
fail_skin.jpg;Gerissene Haut;Close up of a raw dough ball surface tearing apart during shaping
fail_uebergare.jpg;Übergare;Flat sourdough loaf (Frisbee), pale crust, cuts did not open
fail_untergare.jpg;Untergare;Sourdough bread exploded at the side (blowout)
fail_flyingtop.jpg;Flying Top;Bread slice where the top crust has separated from the crumb leaving a large gap
fail_klitsch.jpg;Klitsch;Slice of rye bread with a dense wet streak (water ring) at the bottom
fail_boden.jpg;Verbrannter Boden;Bottom of a bread loaf turned over, showing black burnt char
fail_salz.jpg;Salz vergessen;Pale bread loaf, risen too much, looks dry and tasteless
fail_elefant.jpg;Elefantenhaut;Close up of bread crust looking like elephant skin
fail_volumen.jpg;Kleines Volumen;Small dense bread brick, did not rise, very tight crumb
*gesundheit_header.jpg;Header: Gesundheit;A beautiful arrangement of healthy baking ingredients: sourdough starter in a jar
health_sourdough.jpg;Sauerteig Vollkorn;Whole grain sourdough bread sliced, dense nutritious crumb
health_sprouted.jpg;Gekeimtes Brot;Sprouted grain bread (Essenes), very moist and dense
health_hafer.jpg;Haferbrot;Oat bread loaf in a tin shape, topped with rolled oats
health_pumpernickel.jpg;Pumpernickel;Slice of black Pumpernickel bread, shiny moist surface
health_dinkel.jpg;Dinkelbrot;Spelt bread (Dinkel), golden crust, slightly yellowish crumb
health_porridge.jpg;Porridge Brot;Porridge bread slice, very moist and soft texture
health_seeds.jpg;Chia Hanf Brot;Superfood bread with chia seeds and hemp seeds
health_focaccia.jpg;Focaccia;Italian Focaccia bread, dimpled surface with rosemary and olive oil
*dry_header.jpg;Header: Hart & Trocken;Rustic wooden table with stacks of swedish crispbread and cantuccini
dry_knaecke.jpg;Knäckebrot;Round Swedish crispbread (Knäckebröd) with a hole in the center
dry_zwieback.jpg;Zwieback;German Zwieback (Rusk), golden brown toasted slices
dry_cantuccini.jpg;Cantuccini;Italian Cantuccini almond biscuits, diagonal cut showing whole almonds inside
dry_matze.jpg;Matze;Matzah bread sheets, square, pale bubbly surface with brown toasted spots
dry_schuettel.jpg;Schüttelbrot;South Tyrolean Schüttelbrot, thin hard rye flatbread
dry_grissini.jpg;Grissini;Tall glass filled with long thin Grissini breadsticks
dry_taralli.jpg;Taralli;Italian Taralli, small ring shaped crackers
dry_friselle.jpg;Friselle;Friselle pugliesi, dry hard ring bread, rough porous texture
dry_hardtack.jpg;Schiffszwieback;Historical Hardtack biscuit, square, very dense, pale
dry_brotchips.jpg;Brotchips;Bowl of Bread Chips (roasted baguette slices)
dry_rusks.jpg;Rusks;South African Ouma Rusks, chunky rectangular buttermilk biscuits
dry_filocracker.jpg;Filo Cracker;Shard of baked Filo pastry, extremely thin layers shattering
*zeitreise_header.jpg;Header: Zeitreise;Split image: Left side old dark bark bread, Right side futuristic green algae bread
zeit_pompeji.jpg;Pompeji Brot;Carbonized loaf of bread from Pompeii (Panis Quadratus)
zeit_rinde.jpg;Rindenbrot;Finnish Bark Bread (Pettuleipä), dark flatbread made with pine bark flour
zeit_kommiss.jpg;Kommissbrot;Historical German military bread (Kommissbrot), dense dark rye tin loaf
zeit_kartoffel.jpg;Kartoffelbrot;Potato Bread loaf, cut open showing moist yellowish crumb
zeit_trench.jpg;Trench Cake;World War 1 Trench Cake, dense fruit cake in a tin
zeit_nasa.jpg;NASA Tortilla;NASA Space Tortilla floating in microgravity
zeit_insekten.jpg;Insektenbrot;Cricket Flour Bread, sliced loaf looking slightly darker
zeit_algen.jpg;Algenbrot;Spirulina Algae Bread, vibrant green crumb color
zeit_3dprint.jpg;3D Printed Bread;3D printed bread dough structure, intricate geometric lattice pattern
zeit_vertical.jpg;Vertical Farming;Wheat growing indoors under purple LED lights in a vertical farm
