Dateiname;Prompt für Bildgenerator;Verwendung / OrDateiname;Thema;Prompt
reset bildgenerator und nochmals:



Dateiname;Thema;Prompt
brot_laib_header.jpg;Header: Brotregal;A rustic bakery shelf filled with various artisan bread loaves (sourdough, rye, baguette), warm morning light, flour dusting, cinematic 8k --ar 16:9
brot_scoring.jpg;Scoring Action;Close up macro shot of a razor blade scoring raw bread dough, the dough splitting open slightly, tension before baking, flour on surface
brot_roggenmisch.jpg;Roggenmischbrot;German Rye-Wheat Bread loaf (Roggenmischbrot), oval shape, floured crust with cracks, sliced open to show dense greyish crumb, rustic table
brot_baguette.jpg;Baguette;Traditional French Baguettes, long thin shape, golden crisp crust with pointed ends, large air holes visible in cut section, wrapped in paper
brot_pumpernickel.jpg;Pumpernickel;Block of Westphalian Pumpernickel, extremely dark black-brown color, dense texture without holes, sliced thin, moist look
brot_campagne.jpg;Pain de Campagne;French Country Bread (Pain de Campagne), large round loaf (Boule), thick flour-dusted crust, rustic score pattern, sourdough texture
brot_ruchbrot.jpg;Ruchbrot;Swiss Ruchbrot, rustic dark wheat bread, elongated shape, rough crispy crust, airy but slightly darker crumb
brot_sourdough.jpg;San Francisco Sourdough;San Francisco style Sourdough, very dark blistered crust (almost burnt), huge open wild crumb structure, white interior
brot_ciabatta.jpg;Ciabatta;Italian Ciabatta loaf, flat slipper shape, dusted with flour, cut open revealing massive irregular air pockets, olive oil bottle nearby
brot_altamura.jpg;Pane di Altamura;Pane di Altamura DOP, distinct high shape (folded), very yellow crumb from durum wheat, thick crunchy crust
brot_borodinsky.jpg;Borodinsky;Russian Borodinsky bread, dark rye tin loaf, sprinkled with whole coriander seeds on top, dense texture
brot_challah.jpg;Challah;Braided Challah bread, golden shiny egg-wash glaze, soft fluffy texture, sesame seeds, jewish holiday setting
brot_tiger.jpg;Tiger Bread;Dutch Tiger Bread (Tijgerbrood), distinctive cracked crust pattern looking like giraffe/tiger skin, white bread interior
brot_brioche.jpg;Brioche;French Brioche Nanterre, golden yellow rich crumb, high butter content, soft and pull-apart texture, shiny crust
brot_sodabread.jpg;Irish Soda Bread;Traditional Irish Soda Bread, round loaf with a deep cross cut on top, dense crumb with raisins, rustic wooden board

Dateiname;Thema;Prompt
kleinbrot_header.jpg;Header: Brötchenkorb;A woven bread basket overflowing with diverse bread rolls: german kaiser rolls, dark rye rolls, pretzels, and croissants, morning sunlight, bakery setting --ar 16:9
roll_kaiser.jpg;Kaisersemmel;Austrian Kaisersemmel, golden crispy crust with the distinct 5-star fold pattern, flour dusting, rustic wood background
roll_schrippe.jpg;Schrippe;German Schnittbroetchen (Schrippe), oval shape with a deep burst opening along the top, crispy surface, plain background
roll_lauge.jpg;Laugengebäck;Lye Roll (Laugenweckle), deep chestnut brown shiny color, coarse salt grains on top, slashed cross, white soft interior visible at the cuts
roll_roeggelchen.jpg;Röggelchen;Cologne Roeggelchen, pair of dark rye rolls baked together, rustic floury crust, hearty texture
roll_vinschgauer.jpg;Vinschgauer;South Tyrolean Vinschgauer, flat rustic rye breads paired together, fennel seeds visible on surface, alpine style
roll_weggli.jpg;Weggli;Swiss Weggli, soft round milk bun with a deep central furrow, golden egg-wash shine, no flour, clean look
roll_mohnflesserl.jpg;Mohnflesserl;Austrian Mohnflesserl, braided bun with poppy seeds covering the top, golden baked, complex knot shape
roll_franzbroetchen.jpg;Franzbrötchen;Hamburg Franzbroetchen, flattened cinnamon pastry, caramelized sugar layers, flaky texture, sweet bakery vibe
roll_bagel.jpg;Bagel;New York style Bagel with sesame seeds, boiled and baked, dense chewy texture, side view showing the height
roll_croissant.jpg;Croissant;French Butter Croissant, perfect honeycomb structure visible at the tip, golden flaky layers, crumbs on table
roll_scones.jpg;Scones;English Scones, round shape with a natural break in the middle, served with clotted cream and strawberry jam
roll_englishmuffin.jpg;English Muffin;English Muffin, round flat bread, fork-split open showing the nooks and crannies, toasted
roll_burgerbun.jpg;Burger Bun;Brioche Burger Bun, shiny golden dome, sesame seeds, soft and fluffy appearance, isolated
roll_paodequeijo.jpg;Pao de Queijo;Brazilian Cheese Breads (Pao de Queijo), small golden balls, slightly irregular shape, cheesy texture

Dateiname;Thema;Prompt
soft_header.jpg;Header: Zopf und Buns;A golden brown Swiss braided bread (Zopf) next to soft shiny burger buns, on a wooden board, warm morning sunlight, high quality food photography --ar 16:9
soft_briochebun.jpg;Brioche Bun;Single Brioche Burger Bun, shiny golden egg-wash glaze, sesame seeds, soft fluffy look, isolated on white
soft_potatoroll.jpg;Potato Roll;Potato Roll / Martin's Potato Roll style, slightly yellow crumb, very soft and squishy texture, plain top, studio light
soft_hotdog.jpg;Hot Dog Bun;New England style Hot Dog Bun, split top, side view showing the soft white interior, ready to be filled
soft_milch.jpg;Milchbrötchen;Swiss Weggli, round soft milk bun with deep central furrow, golden shine, plain background
soft_zopf.jpg;Schweizer Zopf;Traditional Swiss Sunday Zopf bread, 2-strand braid, glossy golden crust, sliced end showing fluffy crumb
soft_challah.jpg;Challah;Jewish Challah bread, 6-strand braid, poppy seeds on top, golden brown, festive setting with candles blurred in background
soft_hefezopf.jpg;Hefezopf;German sweet Hefezopf, topped with pearl sugar (Hagelzucker) and sliced almonds, easter decoration
soft_cinnamonroll.jpg;Cinnamon Roll;American Cinnamon Roll with white cream cheese frosting dripping down, spiral shape, gooey center
soft_babka.jpg;Babka;Chocolate Babka loaf, sliced to show the intricate swirls of dark chocolate layers inside the dough, rustic knife
soft_panettone.jpg;Panettone;Italian Panettone, tall dome shape, raisins and candied fruit visible, paper mold, festive christmas vibe
soft_stutenkerl.jpg;Stutenkerl;Stutenkerl / Grittibaenz dough figure, raisins for eyes, holding a white clay pipe, golden baked
soft_buchteln.jpg;Buchteln;Tray of baked Buchteln (Rohrnudeln), pulled apart to show the soft texture, dusted with powdered sugar

Dateiname;Thema;Prompt
laminated_header.jpg;Header: Layers;Cross section of a perfect honeycomb croissant structure, backlit by warm sun, golden flaky crust crumbs, macro photography --ar 16:9
lam_croissant.jpg;Croissant;Single classic French Croissant on a marble table, golden brown, distinct layers visible at the cut end
lam_painauchoc.jpg;Pain au Chocolat;Pain au Chocolat, rectangular puffy pastry, two dark chocolate batons visible in the cross section, flaky top
lam_franzbroetchen.jpg;Franzbrötchen;Hamburg Franzbroetchen, pressed flat cinnamon pastry, caramelized sugar crust, spiral layers visible
lam_danish.jpg;Danish Pastry;Danish Spandauer pastry, flaky laminated dough rim, vanilla custard center with a glaze, icing sugar
lam_kouignamann.jpg;Kouign Amann;Kouign-Amann pastry, round shape, extremely shiny caramelized sugar coating (glass-like), buttery layers
lam_cronut.jpg;Cronut;Cronut pastry, tall laminated dough ring, fried golden, sugar coated, creamy filling visible in layers
lam_millefeuille.jpg;Mille Feuille;Slice of Mille-feuille, three layers of flat puff pastry, two layers of vanilla cream, fondant icing with chocolate pattern on top
lam_pastelnata.jpg;Pastel de Nata;Portuguese Pastel de Nata, flaky tart shell, blistered caramelized custard top (black spots), rustic look
lam_palmier.jpg;Palmier;Palmier cookie (Elephant ear), heart shape, tightly rolled layers, caramelized sugar coating, crisp texture
lam_volauvent.jpg;Vol-au-vent;Vol-au-vent pastry case, empty, tall puff pastry tower with a lid, ready to be filled
lam_apfelstrudel.jpg;Apfelstrudel;Slice of Viennese Apple Strudel, extremely thin dough layers visible, apple raisin filling, vanilla sauce on side
lam_baklava.jpg;Baklava;Piece of Baklava, many thin filo layers, chopped pistachios in the middle, glistening with syrup, diamond shape
lam_sfogliatella.jpg;Sfogliatella;Neapolitan Sfogliatella Riccia, shell shape with hundreds of thin crispy ridges (lobster tail), dusted with sugar

Dateiname;Thema;Prompt
pfannkuchen_header.jpg;Header: Pancakes;A stack of fluffy golden american pancakes with maple syrup dripping down and a pat of butter, blueberries, morning light, high key photography --ar 16:9
pancake_crepe.jpg;Crêpes;Thin French Crepes folded into triangles on a plate, dusted with powdered sugar, lemon wedges on side, delicate texture
pancake_swiss.jpg;Schweizer Omelette;Rolled Palatschinken filled with apricot jam, arranged on an oval plate, dusted with sugar, austrian style
pancake_galette.jpg;Galette Bretonne;Buckwheat Galette Bretonne, folded edges into a square, center showing ham cheese and a sunny side up egg, rustic cider cider in background
pancake_flaedle.jpg;Flädle;Flädlesuppe (Pancake soup), strips of pancake floating in clear beef broth with chives, spoon lifting some
pancake_american.jpg;American Pancake;Short stack of 3 thick fluffy pancakes, golden brown, syrup pool on plate, fork cutting a piece
pancake_kaiserschmarrn.jpg;Kaiserschmarrn;Kaiserschmarrn in a rustic iron pan, torn pancake pieces, caramelized, raisins, dusted with icing sugar, plum compote (Zwetschgenroester) on side
pancake_blini.jpg;Blini;Small Russian Blini pancakes, topped with sour cream and red caviar, dill garnish, elegant appetizer setting
pan_souffle.jpg;Japanese Souffle;Japanese Souffle Pancakes, extremely tall and thick, jiggly texture, whipped cream and strawberries on top, pastel background
pan_omelett.jpg;Omelett;Classic French Omelette, pale yellow color without browning, rolled into a perfect cigar shape, shiny surface, herbs on top
pan_tortilla.jpg;Tortilla Española;Spanish Tortilla de Patatas, thick potato egg omelette cake, slice cut out showing layers of potato, rustic style
pan_dutchbaby.jpg;Dutch Baby;Dutch Baby pancake in a cast iron skillet, puffed up high at the edges, collapsed center with lemon and powdered sugar
pan_okonomiyaki.jpg;Okonomiyaki;Japanese Okonomiyaki savory pancake, topped with criss-cross mayonnaise, brown sauce, and dancing bonito flakes (katsuobushi), on a teppan grill
pan_dosa.jpg;Dosa;South Indian Masala Dosa, huge paper-thin golden crepe rolled into a cylinder, served on banana leaf with chutney bowls
pan_poffertjes.jpg;Poffertjes;Dutch Poffertjes, pile of tiny puffy mini-pancakes, melting butter knob on top, heavily dusted with powdered sugar, cardboard boat

Dateiname;Thema;Prompt
viennoiserie_header.jpg;Header: Viennoiserie;A cooling rack filled with golden brown croissants and pains au chocolat, morning sunlight hitting the flaky crust, bakery atmosphere --ar 16:9
vien_croissant.jpg;Croissant;Single perfect Croissant, straight shape, distinct layers visible at the cut end, golden sheen, marble table
vien_chocolat.jpg;Pain au Chocolat;Pain au Chocolat, rectangular puffy pastry, two dark chocolate batons visible in the cross section, flaky top
vien_franz.jpg;Franzbrötchen;Hamburg Franzbroetchen, pressed flat cinnamon pastry, caramelized sugar crust, spiral layers visible, rustic look
vien_brioche.jpg;Brioche;Classic French Brioche a tete, golden brown shiny crust, soft fluffy yellow crumb, high butter content visual
vien_danish.jpg;Spandauer Danish;Danish Spandauer pastry, flaky laminated dough rim, vanilla custard center with a glaze, icing sugar
vien_nata.jpg;Pastel de Nata;Portuguese Pastel de Nata, flaky tart shell, blistered caramelized custard top (black spots), rustic look
vien_kouign.jpg;Kouign Amann;Kouign-Amann pastry, round shape, extremely shiny caramelized sugar coating (glass-like), buttery layers
vien_escargot.jpg;Pain aux Raisins;Pain aux Raisins (Escargot), spiral pastry with vanilla custard and raisins, glazed, top down view
vien_cruffin.jpg;Cruffin;Cruffin pastry, tall laminated dough muffin shape, dusted with powdered sugar, creamy filling visible
vien_palmier.jpg;Palmier;Palmier cookie (Elephant ear), heart shape, tightly rolled layers, caramelized sugar coating, crisp texture
vien_nuss.jpg;Nussschnecke;German Hazelnut Snail (Nussschnecke), spiral yeast dough with nut filling, white fondant stripes on top

Dateiname;Thema;Prompt
lauge_header.jpg;Header: Lauge;A rustic wooden board with freshly baked german pretzels (brezel) and sesame bagels, coarse salt grains scattered, dark moody lighting --ar 16:9
lauge_brezel.jpg;Laugenbrezel;German Pretzel (Brezel), classic knot shape, deep chestnut brown shiny lye crust, coarse salt, soft thick belly, thin crispy arms
lauge_bagel.jpg;New York Bagel;New York Bagel with Everything Seasoning (poppy, sesame, garlic), sliced open, dense chewy crumb structure, plain background
lauge_silserli.jpg;Silserli;Swiss Silserli lye roll, round shape, brown shiny crust, sandwich cut, simple clean look
lauge_croissant.jpg;Laugen Croissant;Lye Croissant (Laugencroissant), flaky croissant shape but dark brown lye color, sprinkled with sesame, buttery layers visible
lauge_stangen.jpg;Salzstangen;Pretzel Sticks (Salzstangen), thin crispy sticks piled up, salt crystals, snack food photography
lauge_konfekt.jpg;Laugenkonfekt;Bowl of Lye Bites (Laugenkonfekt), small chestnut-brown dough balls topped with poppy seeds, sesame and cheese
lauge_montreal.jpg;Montreal Bagel;Montreal Style Bagel, larger hole, thinner ring, boiled in honey water, wood fired oven char marks, sesame seeds
lauge_simit.jpg;Simit;Turkish Simit bread ring, covered entirely in sesame seeds, golden brown (not lye brown), twisted dough rope look
lauge_obwarzanek.jpg;Obwarzanek;Polish Obwarzanek Krakowski, large braided dough ring, boiled and baked, sprinkled with poppy seeds, street food style

Dateiname;Thema;Prompt
dry_header.jpg;Header: Knäckebrot;Rustic wooden table with stacks of swedish crispbread (knäckebröd) and italian cantuccini, dry wheat stalks, warm lighting --ar 16:9
dry_knaecke.jpg;Knäckebrot;Round Swedish crispbread (Knäckebröd) with a hole in the center, rough rye texture, seeds on top
dry_zwieback.jpg;Zwieback;German Zwieback (Rusk), golden brown toasted slices, airy texture, piled up
dry_cantuccini.jpg;Cantuccini;Italian Cantuccini almond biscuits, diagonal cut showing whole almonds inside, hard crunchy texture
dry_matze.jpg;Matze;Matzah bread sheets, square, pale bubbly surface with brown toasted spots, unleavened
dry_schuettel.jpg;Schüttelbrot;South Tyrolean Schüttelbrot, thin hard rye flatbread, rough surface with fennel seeds
dry_grissini.jpg;Grissini;Tall glass filled with long thin Grissini breadsticks, golden baked, sesame seeds
dry_taralli.jpg;Taralli;Italian Taralli, small ring shaped crackers, shiny surface from boiling, golden baked
dry_friselle.jpg;Friselle;Friselle pugliesi, dry hard ring bread, rough porous texture (stone-like), ready to be soaked
dry_hardtack.jpg;Schiffszwieback;Historical Hardtack biscuit, square, very dense, pale, holes docked into surface, on rough wood
dry_brotchips.jpg;Brotchips;Bowl of Bread Chips (roasted baguette slices), seasoned with herbs, very crispy look
dry_rusks.jpg;Rusks;South African Ouma Rusks, chunky rectangular buttermilk biscuits, rough texture for dipping
dry_filocracker.jpg;Filo Cracker;Shard of baked Filo pastry, extremely thin layers shattering, glistening with oil and sea salt

Dateiname;Thema;Prompt
tech_header.jpg;Header: Technik;Close up of baker's hands kneading dough on a floured wooden work surface, dynamic motion blur, artisan atmosphere --ar 16:9
tech_fenster.jpg;Fenstertest;Windowpane test (Fenstertest) baking, hands stretching dough very thin against a light source, translucent membrane visible without tearing
tech_fold.jpg;Stretch and Fold;Baker performing stretch and fold technique in a dough tub, lifting the dough high to stretch gluten strands
tech_rundwirken.jpg;Rundwirken;Baker shaping a round loaf (Boule) on the bench, cupped hands creating surface tension, motion
tech_poke.jpg;Druckprobe;Finger poke test on raw sourdough bread dough, close up of a finger indent that is slowly springing back halfway
tech_scoring.jpg;Scoring;Scoring a bread loaf with a lame (razor blade), holding the blade at a 45 degree angle, shallow cut
tech_ear.jpg;Bread Ear;Close up macro of a baked sourdough bread ear (Ausbund), dark caramelized crust lifting up, revealing the interior
tech_autolyse.jpg;Autolyse;Shaggy dough mass of just flour and water in a bowl, rough texture, no smooth surface yet
tech_laminieren.jpg;Laminieren Sourdough;Laminating sourdough technique, dough stretched extremely thin over a large table surface like a tablecloth

Dateiname;Thema;Prompt
zeitreise_header.jpg;Header: Zeitreise;Split image: Left side old dark bark bread on rough wood table, Right side futuristic green algae bread on sleek laboratory metal surface --ar 16:9
zeit_pompeji.jpg;Pompeji Brot;Carbonized loaf of bread from Pompeii (Panis Quadratus), black, round shape divided into 8 segments, museum lighting
zeit_rinde.jpg;Rindenbrot;Finnish Bark Bread (Pettuleipä), dark flatbread made with pine bark flour, rustic texture, pine needles in background
zeit_kommiss.jpg;Kommissbrot;Historical German military bread (Kommissbrot), dense dark rye tin loaf, wrapped in wax paper, vintage style
zeit_kartoffel.jpg;Kartoffelbrot;Potato Bread loaf, cut open showing moist yellowish crumb, raw potatoes nearby, rustic
zeit_trench.jpg;Trench Cake;World War 1 Trench Cake, dense fruit cake in a tin, historical setting, simple ingredients
zeit_nasa.jpg;NASA Tortilla;NASA Space Tortilla floating in microgravity (simulated), vacuum packed food, ISS background window
zeit_insekten.jpg;Insektenbrot;Cricket Flour Bread, sliced loaf looking slightly darker, dried crickets as decoration nearby, sustainable food concept
zeit_algen.jpg;Algenbrot;Spirulina Algae Bread, vibrant green crumb color, sliced on clean white plate, futuristic food
zeit_3dprint.jpg;3D Printed Bread;3D printed bread dough structure, intricate geometric lattice pattern, laser cooking process visible, macro shot
zeit_vertical.jpg;Vertical Farming;Wheat growing indoors under purple LED lights in a vertical farm, high tech agriculture, clean lab environment

Dateiname;Thema;Prompt
rich_header.jpg;Header: Festtage;A festive table with a sliced Panettone and a German Stollen, dusted with powdered sugar, warm candlelight, christmas atmosphere --ar 16:9
rich_panettone.jpg;Panettone;Italian Panettone, tall cylindrical shape, brown domed crust, cut open to show huge yellow airy crumb structure and candied fruits
rich_pandoro.jpg;Pandoro;Pandoro cake, star-shaped section, golden yellow inside, dusted heavily with vanilla icing sugar, plain background
rich_colomba.jpg;Colomba;Colomba Pasquale, dove-shaped Easter bread, topped with pearl sugar and whole almonds, glazed surface
rich_stollen.jpg;Christstollen;Dresden Stollen, oblong shape with a thick white coating of powdered sugar, cut slice showing marzipan core and raisins
rich_gugelhupf.jpg;Gugelhupf;Marble Gugelhupf cake in a bundt pan shape, swirled chocolate and vanilla dough, dusted with sugar
rich_berliner.jpg;Berliner Krapfen;Berliner doughnut (Krapfen), fried golden ball, sugar coated, injected with red jam, one with a bite taken out
rich_brioche.jpg;Brioche Nanterre;Brioche Nanterre loaf, made of joined dough balls, shiny golden egg wash crust, extremely soft yellow texture
rich_babka.jpg;Babka;Chocolate Babka, braided loaf cake, swirls of dark chocolate ganache visible in the dough layers, sliced
rich_kulitsch.jpg;Kulitsch;Russian Kulich, tall cylindrical easter bread, topped with white fondant icing and colorful sprinkles, cyrillic letters XB
rich_pinze.jpg;Osterpinze;Austrian Osterpinze, round sweet bread with three deep cuts forming a three-leaf clover shape, shiny brown crust

Dateiname;Thema;Prompt
glutenfrei_header.jpg;Header: Glutenfrei;A rustic loaf of gluten-free seed bread, sliced, showing many visible sunflower and pumpkin seeds, clean bright setting --ar 16:9
free_buchweizen.jpg;Buchweizenbrot;Buckwheat bread loaf, dark greyish-brown crumb, rustic crust, slices on wooden board
free_reismais.jpg;Reis Mais Brot;Gluten free white bread loaf (Rice/Corn mix), slightly pale crust, tighter crumb structure than wheat bread
free_saaten.jpg;Saatenbrot Wunderbrot;Seed bread (Wunderbrot), extremely dense texture made only of seeds and oats, no flour visible, moist slice
free_teff.jpg;Teff Injera;Injera flatbread, rolled up, spongy texture with many small eyes, dark teff flour color
free_eiweiss.jpg;Eiweißbrot;Protein Bread (Eiweissbrot), dark brown, wet look, visible linseeds and soy grits, dense rectangular slice
free_cloud.jpg;Cloud Bread;Cloud bread, round fluffy golden discs, very airy and light, piled on a plate, egg-based texture
free_essener.jpg;Essener Brot;Essenes Bread (Sprouted Grain), very dense, moist, flat rectangular shape, rustic raw food look

Dateiname;Thema;Prompt
glutenfrei_header.jpg;Header: Glutenfrei;A rustic loaf of gluten-free seed bread, sliced, showing many visible sunflower and pumpkin seeds, clean bright setting, scientific vibe --ar 16:9
free_buchweizen.jpg;Buchweizenbrot;Buckwheat bread loaf, dark greyish-brown crumb, rustic crust, slices on wooden board
free_psyllium.jpg;Psyllium Brot;Gluten free white bread with Psyllium, very open airy crumb (large holes), light color, sliced
free_saaten.jpg;Saatenbrot Wunderbrot;Seed bread (Wunderbrot), extremely dense texture made only of seeds and oats, no flour visible, moist slice
free_teff.jpg;Teff Injera;Injera flatbread, rolled up, spongy texture with many small eyes, dark teff flour color
free_eiweiss.jpg;Eiweißbrot;Protein Bread (Eiweissbrot), dark brown, wet look, visible linseeds and soy grits, dense rectangular slice
free_cloud.jpg;Cloud Bread;Cloud bread, round fluffy golden discs, very airy and light, piled on a plate, egg-based texture
free_essener.jpg;Essener Brot;Essenes Bread (Sprouted Grain), very dense, moist, flat rectangular shape, rustic raw food look
free_lupine.jpg;Lupinenbrot;Lupin flour bread, slightly yellow crumb color, sandwich loaf shape, healthy look

Dateiname;Thema;Prompt
roggen_header.jpg;Header: Roggen;A sliced loaf of dark german rye bread on a wooden board, dense crumb texture, flour dusting, rustic mood --ar 16:9
roggen_vollkorn.jpg;Roggenvollkorn;German Whole Rye Bread (Roggenvollkornbrot), dense greyish crumb, thick crust, sliced
roggen_pumpernickel.jpg;Pumpernickel;Block of Westphalian Pumpernickel, extremely dark black-brown color, dense texture without holes, sliced thin, moist look
roggen_vinschgauer.jpg;Vinschgauer;South Tyrolean Vinschgauer bread pairs, flat rustic shape, fennel seeds visible on surface
roggen_walliser.jpg;Walliser Roggenbrot;Swiss Walliser Roggenbrot AOP, round compact loaf with distinct cracked earth pattern on crust, dark flour
roggen_schuettel.jpg;Schüttelbrot;South Tyrolean Schüttelbrot, very thin hard crispbread, rough surface with caraway seeds
roggen_borodinsky.jpg;Borodinsky;Russian Borodinsky bread, dark brown rectangular tin loaf, coriander seeds on top crust, sliced
roggen_rugbrod.jpg;Rugbrod;Danish Rugbrod, rectangular tin loaf packed with sunflower and pumpkin seeds, moist dark crumb
roggen_finnisch.jpg;Finnisches Lochbrot;Finnish Ruisleipä, flat rye bread round with a hole in the center, rustic dry texture

Dateiname;Thema;Prompt
gesundheit_header.jpg;Header: Gesundheit;A beautiful arrangement of healthy baking ingredients: sourdough starter in a jar, whole grain flour, seeds, and fresh ears of wheat, natural light --ar 16:9
health_sourdough.jpg;Sauerteig Vollkorn;Whole grain sourdough bread sliced, dense nutritious crumb, dark crust, rustic healthy look
health_sprouted.jpg;Gekeimtes Brot;Sprouted grain bread (Essenes), very moist and dense, visible sprouts in texture, rustic slice
health_hafer.jpg;Haferbrot;Oat bread loaf in a tin shape, topped with rolled oats, light brown soft crumb
health_pumpernickel.jpg;Pumpernickel;Slice of black Pumpernickel bread, shiny moist surface, coarse texture, healthy food
health_dinkel.jpg;Dinkelbrot;Spelt bread (Dinkel), golden crust, slightly yellowish crumb, dusted with flour, oval shape
health_porridge.jpg;Porridge Brot;Porridge bread slice, very moist and soft texture, oats visible inside, fresh and clean look
health_seeds.jpg;Chia Hanf Brot;Superfood bread with chia seeds and hemp seeds, dark nutrient-rich crumb, slice details
health_focaccia.jpg;Focaccia;Italian Focaccia bread, dimpled surface with rosemary and olive oil, golden baked, large air bubbles (digestible)

Dateiname;Thema;Prompt
ofen_header.jpg;Header: Ofenfeuer;Inside view of a wood fired brick oven with glowing embers and flames in the back, rustic stone texture, cinematic lighting --ar 16:9
ofen_holz.jpg;Holzbackofen;Traditional outdoor wood fired pizza oven, stone arch, fire inside, bread baking on the floor
ofen_etagen.jpg;Etagenofen;Professional deck oven in a bakery, multiple levels with glass doors, showing bread rising inside
ofen_konvektion.jpg;Konvektomat;Convection oven interior, fan visible in the back, baking tray with croissants
ofen_dutch.jpg;Dutch Oven;Cast iron Dutch Oven pot with lid off, revealing a freshly baked sourdough boule inside, steam rising
ofen_stahl.jpg;Backstahl;Heavy baking steel plate on an oven rack, a pizza baking on top with bubbling cheese
ofen_stein.jpg;Backstein;Rectangular chamotte baking stone (pizza stone) in an oven, porous texture close up
ofen_schwaden.jpg;Schwadomat;Steam generation in oven, water being poured onto hot lava stones or steel balls, bursting steam cloud
ofen_roemer.jpg;Römertopf;Clay baker (Römertopf) with lid next to it, oval shape, rustic terracotta look

Dateiname;Thema;Prompt
fail_header.jpg;Header: Fehleranalyse;A baker inspecting the crumb of a sliced bread loaf, looking critical, rustic bakery background --ar 16:9
fail_soup.jpg;Teigsuppe;Sticky wet dough sticking excessively to hands and table, shiny surface, looking unmanageable, messy
fail_seam.jpg;Offener Schluss;Bottom of a proofing basket (Banneton) showing the dough seam opening up, flour visible preventing closure
fail_skin.jpg;Gerissene Haut;Close up of a raw dough ball surface tearing apart during shaping, revealing rough structure underneath
fail_uebergare.jpg;Übergare;Flat sourdough loaf (Frisbee), pale crust, cuts did not open, dense structure at the bottom
fail_untergare.jpg;Untergare;Sourdough bread exploded at the side (blowout), very round shape, huge caverns inside dense crumb
fail_flyingtop.jpg;Flying Top;Bread slice where the top crust has separated from the crumb leaving a large gap (Flying top), mushroom shape
fail_klitsch.jpg;Klitsch;Slice of rye bread with a dense wet streak (water ring) at the bottom, gummy texture
fail_boden.jpg;Verbrannter Boden;Bottom of a bread loaf turned over, showing black burnt char, rest of the loaf is fine
fail_salz.jpg;Salz vergessen;Pale bread loaf, risen too much, looks dry and tasteless, lack of crust color
fail_elefant.jpg;Elefantenhaut;Close up of bread crust looking like elephant skin, wrinkled and leathery, greyish shine
fail_volumen.jpg;Kleines Volumen;Small dense bread brick, did not rise, very tight crumb, heavy look

Dateiname;Thema;Prompt
urkorn_header.jpg;Header: Urkorn;A moody shot of ancient grain ears (Emmer, Einkorn) in a field, golden hour light, rustic feel --ar 16:9
urkorn_einkorn.jpg;Einkorn Mehl;A bowl of yellow Einkorn flour next to grains, warm yellow tint, rustic wood
urkorn_emmer.jpg;Emmer Korn;Close up of Emmer grains, darker and harder look, in a linen sack
urkorn_kamut.jpg;Kamut Brot;Slices of Kamut bread, large pores, yellowish crumb, very appetizing
urkorn_dinkel.jpg;Dinkel Ähre;Spelt wheat ears (Dinkel) close up, long and elegant shape
urkorn_rotkorn.jpg;Rotkornweizen;Purple wheat bread (Rotkornweizen), sliced showing purple streaks in the crumb
urkorn_roggen.jpg;Champagnerroggen;Light rye bread loaf (Champagnerroggen), dusted with flour, on a stone surface
reste_header.jpg;Header: Reste;Composition of leftover bread, bread crumbs in a jar, and croutons, sustainable cooking concept --ar 16:9
reste_bruehstueck.jpg;Brühstück;A bowl with a brown soaking mush (scald/Brühstück) made from old bread, steam rising
reste_broesel.jpg;Semmelbrösel;Fine breadcrumbs (Semmelbrösel) in a wooden scoop, golden color
reste_knoedel.jpg;Semmelknödel;Bavarian Bread Dumplings (Semmelknoedel) on a plate with mushroom sauce
reste_panzanella.jpg;Panzanella;Bowl of Panzanella salad, chunks of soaked bread mixed with red tomatoes and basil, olive oil glistening
reste_ritter.jpg;Armer Ritter;French Toast (Armer Ritter), golden brown, dusted with powdered sugar and cinnamon
reste_chips.jpg;Brotchips;Crispy bread chips in a bowl, seasoned with herbs
reste_suppe.jpg;Brotsuppe;Rustic brown bread soup in a ceramic bowl, garnished with chives

Dateiname;Thema;Prompt
kuchen_header.jpg;Header: Rührteig;A marble bundt cake (Gugelhupf) dusted with sugar next to a whisk and eggs, warm kitchen light --ar 16:9
cake_gugelhupf.jpg;Gugelhupf;Marble Bundt Cake slice, showing the swirl of chocolate and vanilla, moist texture
cake_muffin.jpg;Muffins;Blueberry muffin cut open, showing coarse crumb and berries, rustic paper liner
cake_cupcake.jpg;Cupcakes;Vanilla cupcake with a swirl of pink buttercream frosting, fine texture, delicate
cake_brownie.jpg;Brownies;Stack of fudgy chocolate brownies, shiny crackly top crust, dense moist interior
cake_madeleine.jpg;Madeleines;Classic French Madeleines, shell shape with the characteristic hump on top, golden baked
cake_pound.jpg;Pound Cake;Slices of pound cake (Quatre Quarts), dense yellow crumb, simple loaf shape
cake_banana.jpg;Banana Bread;Banana bread loaf sliced, moist dark crumb, walnuts inside, banana on the side

Dateiname;Thema;Prompt
fail_header.jpg;Header: Fehleranalyse;A baker inspecting the crumb of a sliced bread loaf, looking critical, rustic bakery background --ar 16:9
fail_soup.jpg;Teigsuppe;Sticky wet dough sticking excessively to hands and table, shiny surface, looking unmanageable, messy
fail_seam.jpg;Offener Schluss;Bottom of a proofing basket (Banneton) showing the dough seam opening up, flour visible preventing closure
fail_skin.jpg;Gerissene Haut;Close up of a raw dough ball surface tearing apart during shaping, revealing rough structure underneath
